geofips,geoname,metro_micro,year,per_capita_personal_income_usd,n_units,note
13100,"Beatrice, NE",Micropolitan,2023,80390.0,1,
13100,"Beatrice, NE",Micropolitan,2024,80959.0,1,
13140,"Beaumont-Port Arthur, TX",Metropolitan,2019,44384.0,3,
13140,"Beaumont-Port Arthur, TX",Metropolitan,2020,46421.0,3,
13140,"Beaumont-Port Arthur, TX",Metropolitan,2021,48696.0,3,
13140,"Beaumont-Port Arthur, TX",Metropolitan,2022,49487.0,3,
13140,"Beaumont-Port Arthur, TX",Metropolitan,2023,51579.0,3,
13140,"Beaumont-Port Arthur, TX",Metropolitan,2024,54485.0,3,
13180,"Beaver Dam, WI",Micropolitan,2019,44901.0,1,
13180,"Beaver Dam, WI",Micropolitan,2020,47315.0,1,
13180,"Beaver Dam, WI",Micropolitan,2021,51722.0,1,
13180,"Beaver Dam, WI",Micropolitan,2022,52959.0,1,
13180,"Beaver Dam, WI",Micropolitan,2023,55513.0,1,
13180,"Beaver Dam, WI",Micropolitan,2024,57801.0,1,
13220,"Beckley, WV",Metropolitan,2019,40829.0,2,
13220,"Beckley, WV",Metropolitan,2020,42474.0,2,
13220,"Beckley, WV",Metropolitan,2021,46266.0,2,
13220,"Beckley, WV",Metropolitan,2022,47964.0,2,
13220,"Beckley, WV",Metropolitan,2023,51471.0,2,
13220,"Beckley, WV",Metropolitan,2024,54147.0,2,
13260,"Bedford, IN",Micropolitan,2019,42887.0,1,
13260,"Bedford, IN",Micropolitan,2020,47262.0,1,
13260,"Bedford, IN",Micropolitan,2021,51751.0,1,
13260,"Bedford, IN",Micropolitan,2022,52224.0,1,
13260,"Bedford, IN",Micropolitan,2023,54599.0,1,
13260,"Bedford, IN",Micropolitan,2024,57129.0,1,
13300,"Beeville, TX",Micropolitan,2019,31065.0,1,
13300,"Beeville, TX",Micropolitan,2020,32476.0,1,
13300,"Beeville, TX",Micropolitan,2021,34229.0,1,
13300,"Beeville, TX",Micropolitan,2022,35359.0,1,
13300,"Beeville, TX",Micropolitan,2023,36453.0,1,
13300,"Beeville, TX",Micropolitan,2024,37902.0,1,
13340,"Bellefontaine, OH",Micropolitan,2019,42592.0,1,
13340,"Bellefontaine, OH",Micropolitan,2020,46803.0,1,
13340,"Bellefontaine, OH",Micropolitan,2021,49142.0,1,
13340,"Bellefontaine, OH",Micropolitan,2022,49408.0,1,
13340,"Bellefontaine, OH",Micropolitan,2023,52748.0,1,
13340,"Bellefontaine, OH",Micropolitan,2024,55250.0,1,
13380,"Bellingham, WA",Metropolitan,2019,51191.0,1,
13380,"Bellingham, WA",Metropolitan,2020,53957.0,1,
13380,"Bellingham, WA",Metropolitan,2021,58338.0,1,
13380,"Bellingham, WA",Metropolitan,2022,59187.0,1,
13380,"Bellingham, WA",Metropolitan,2023,62913.0,1,
13380,"Bellingham, WA",Metropolitan,2024,65622.0,1,
13420,"Bemidji, MN",Micropolitan,2019,42687.0,1,
13420,"Bemidji, MN",Micropolitan,2020,46921.0,1,
13420,"Bemidji, MN",Micropolitan,2021,51346.0,1,
13420,"Bemidji, MN",Micropolitan,2022,51054.0,1,
13420,"Bemidji, MN",Micropolitan,2023,53389.0,1,
13420,"Bemidji, MN",Micropolitan,2024,56194.0,1,
13460,"Bend, OR",Metropolitan,2019,54180.0,3,
13460,"Bend, OR",Metropolitan,2020,60005.0,3,
13460,"Bend, OR",Metropolitan,2021,66493.0,3,
13460,"Bend, OR",Metropolitan,2022,70145.0,3,
13460,"Bend, OR",Metropolitan,2023,74934.0,3,
13460,"Bend, OR",Metropolitan,2024,80201.0,3,
13540,"Bennington, VT",Micropolitan,2019,52804.0,1,
13540,"Bennington, VT",Micropolitan,2020,55747.0,1,
13540,"Bennington, VT",Micropolitan,2021,58802.0,1,
13540,"Bennington, VT",Micropolitan,2022,61831.0,1,
13540,"Bennington, VT",Micropolitan,2023,67013.0,1,
13540,"Bennington, VT",Micropolitan,2024,70649.0,1,
13660,"Big Rapids, MI",Micropolitan,2019,36991.0,1,
13660,"Big Rapids, MI",Micropolitan,2020,40174.0,1,
13660,"Big Rapids, MI",Micropolitan,2021,43674.0,1,
13660,"Big Rapids, MI",Micropolitan,2022,42208.0,1,
13660,"Big Rapids, MI",Micropolitan,2023,44730.0,1,
13660,"Big Rapids, MI",Micropolitan,2024,46058.0,1,
13700,"Big Spring, TX",Micropolitan,2019,46426.0,1,
13700,"Big Spring, TX",Micropolitan,2020,46810.0,1,
13700,"Big Spring, TX",Micropolitan,2021,50599.0,1,
13700,"Big Spring, TX",Micropolitan,2022,64213.0,1,
13700,"Big Spring, TX",Micropolitan,2023,66306.0,1,
13700,"Big Spring, TX",Micropolitan,2024,69048.0,1,
13740,"Billings, MT",Metropolitan,2019,52851.0,3,
13740,"Billings, MT",Metropolitan,2020,56154.0,3,
13740,"Billings, MT",Metropolitan,2021,62385.0,3,
13740,"Billings, MT",Metropolitan,2022,65757.0,3,
13740,"Billings, MT",Metropolitan,2023,69749.0,3,
13740,"Billings, MT",Metropolitan,2024,72825.0,3,
13780,"Binghamton, NY",Metropolitan,2019,43922.0,2,
13780,"Binghamton, NY",Metropolitan,2020,47955.0,2,
13780,"Binghamton, NY",Metropolitan,2021,50612.0,2,
13780,"Binghamton, NY",Metropolitan,2022,49789.0,2,
13780,"Binghamton, NY",Metropolitan,2023,53176.0,2,
13780,"Binghamton, NY",Metropolitan,2024,55820.0,2,
13820,"Birmingham, AL",Metropolitan,2019,51292.0,7,
13820,"Birmingham, AL",Metropolitan,2020,54156.0,7,
13820,"Birmingham, AL",Metropolitan,2021,60431.0,7,
13820,"Birmingham, AL",Metropolitan,2022,62336.0,7,
13820,"Birmingham, AL",Metropolitan,2023,66379.0,7,
13820,"Birmingham, AL",Metropolitan,2024,69324.0,7,
13860,"Bishop, CA",Micropolitan,2019,57680.0,1,
13860,"Bishop, CA",Micropolitan,2020,59781.0,1,
13860,"Bishop, CA",Micropolitan,2021,61205.0,1,
13860,"Bishop, CA",Micropolitan,2022,59967.0,1,
13860,"Bishop, CA",Micropolitan,2023,67788.0,1,
13860,"Bishop, CA",Micropolitan,2024,72766.0,1,
13900,"Bismarck, ND",Metropolitan,2019,57622.0,3,
13900,"Bismarck, ND",Metropolitan,2020,60537.0,3,
13900,"Bismarck, ND",Metropolitan,2021,67139.0,3,
13900,"Bismarck, ND",Metropolitan,2022,69175.0,3,
13900,"Bismarck, ND",Metropolitan,2023,70453.0,3,
13900,"Bismarck, ND",Metropolitan,2024,72646.0,3,
13940,"Blackfoot, ID",Micropolitan,2019,37017.0,1,
13940,"Blackfoot, ID",Micropolitan,2020,41294.0,1,
13940,"Blackfoot, ID",Micropolitan,2021,46654.0,1,
13940,"Blackfoot, ID",Micropolitan,2022,48122.0,1,
13940,"Blackfoot, ID",Micropolitan,2023,50705.0,1,
13940,"Blackfoot, ID",Micropolitan,2024,50928.0,1,
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,2019,38533.0,4,
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,2020,41171.0,4,
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,2021,45149.0,4,
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,2022,47059.0,4,
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,2023,50623.0,4,
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,2024,52828.0,4,
14010,"Bloomington, IL",Metropolitan,2019,49833.0,1,
14010,"Bloomington, IL",Metropolitan,2020,54752.0,1,
14010,"Bloomington, IL",Metropolitan,2021,58863.0,1,
14010,"Bloomington, IL",Metropolitan,2022,60473.0,1,
14010,"Bloomington, IL",Metropolitan,2023,63509.0,1,
14010,"Bloomington, IL",Metropolitan,2024,66091.0,1,
14020,"Bloomington, IN",Metropolitan,2019,44928.0,2,
14020,"Bloomington, IN",Metropolitan,2020,47503.0,2,
14020,"Bloomington, IN",Metropolitan,2021,52081.0,2,
14020,"Bloomington, IN",Metropolitan,2022,53502.0,2,
14020,"Bloomington, IN",Metropolitan,2023,56665.0,2,
14020,"Bloomington, IN",Metropolitan,2024,59528.0,2,
14100,"Bloomsburg-Berwick, PA",Micropolitan,2019,43329.0,1,
14100,"Bloomsburg-Berwick, PA",Micropolitan,2020,47565.0,1,
14100,"Bloomsburg-Berwick, PA",Micropolitan,2021,50270.0,1,
14100,"Bloomsburg-Berwick, PA",Micropolitan,2022,49759.0,1,
14100,"Bloomsburg-Berwick, PA",Micropolitan,2023,52290.0,1,
14100,"Bloomsburg-Berwick, PA",Micropolitan,2024,54347.0,1,
14140,"Bluefield, WV-VA",Micropolitan,2019,37929.0,2,
14140,"Bluefield, WV-VA",Micropolitan,2020,40889.0,2,
14140,"Bluefield, WV-VA",Micropolitan,2021,44238.0,2,
14140,"Bluefield, WV-VA",Micropolitan,2022,45512.0,2,
14140,"Bluefield, WV-VA",Micropolitan,2023,48664.0,2,
14140,"Bluefield, WV-VA",Micropolitan,2024,50765.0,2,
14180,"Blytheville, AR",Micropolitan,2019,35221.0,1,
14180,"Blytheville, AR",Micropolitan,2020,37967.0,1,
14180,"Blytheville, AR",Micropolitan,2021,45653.0,1,
14180,"Blytheville, AR",Micropolitan,2022,44455.0,1,
14180,"Blytheville, AR",Micropolitan,2023,47747.0,1,
14180,"Blytheville, AR",Micropolitan,2024,52873.0,1,
14220,"Bogalusa, LA",Micropolitan,2019,35650.0,1,
14220,"Bogalusa, LA",Micropolitan,2020,38324.0,1,
14220,"Bogalusa, LA",Micropolitan,2021,41919.0,1,
14220,"Bogalusa, LA",Micropolitan,2022,42037.0,1,
14220,"Bogalusa, LA",Micropolitan,2023,44245.0,1,
14220,"Bogalusa, LA",Micropolitan,2024,46292.0,1,
14260,"Boise City, ID",Metropolitan,2019,47979.0,5,
14260,"Boise City, ID",Metropolitan,2020,51699.0,5,
14260,"Boise City, ID",Metropolitan,2021,58264.0,5,
14260,"Boise City, ID",Metropolitan,2022,60988.0,5,
14260,"Boise City, ID",Metropolitan,2023,63358.0,5,
14260,"Boise City, ID",Metropolitan,2024,67248.0,5,
14300,"Bonham, TX",Micropolitan,2019,40834.0,1,
14300,"Bonham, TX",Micropolitan,2020,42649.0,1,
14300,"Bonham, TX",Micropolitan,2021,46778.0,1,
14300,"Bonham, TX",Micropolitan,2022,46972.0,1,
14300,"Bonham, TX",Micropolitan,2023,49765.0,1,
14300,"Bonham, TX",Micropolitan,2024,50981.0,1,
14380,"Boone, NC",Micropolitan,2019,40161.0,1,
14380,"Boone, NC",Micropolitan,2020,42940.0,1,
14380,"Boone, NC",Micropolitan,2021,46474.0,1,
14380,"Boone, NC",Micropolitan,2022,49148.0,1,
14380,"Boone, NC",Micropolitan,2023,53135.0,1,
14380,"Boone, NC",Micropolitan,2024,56442.0,1,
14420,"Borger, TX",Micropolitan,2019,43235.0,1,
14420,"Borger, TX",Micropolitan,2020,46846.0,1,
14420,"Borger, TX",Micropolitan,2021,48269.0,1,
14420,"Borger, TX",Micropolitan,2022,50432.0,1,
14420,"Borger, TX",Micropolitan,2023,53936.0,1,
14420,"Borger, TX",Micropolitan,2024,55473.0,1,
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,2019,80093.0,7,
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,2020,84764.0,7,
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,2021,93118.0,7,
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,2022,95081.0,7,
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,2023,100029.0,7,
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,2024,104104.0,7,
14500,"Boulder, CO",Metropolitan,2019,78583.0,1,
14500,"Boulder, CO",Metropolitan,2020,81978.0,1,
14500,"Boulder, CO",Metropolitan,2021,92885.0,1,
14500,"Boulder, CO",Metropolitan,2022,95621.0,1,
14500,"Boulder, CO",Metropolitan,2023,101124.0,1,
14500,"Boulder, CO",Metropolitan,2024,104808.0,1,
14540,"Bowling Green, KY",Metropolitan,2019,37501.0,4,
14540,"Bowling Green, KY",Metropolitan,2020,40407.0,4,
14540,"Bowling Green, KY",Metropolitan,2021,44324.0,4,
14540,"Bowling Green, KY",Metropolitan,2022,44613.0,4,
14540,"Bowling Green, KY",Metropolitan,2023,46653.0,4,
14540,"Bowling Green, KY",Metropolitan,2024,48430.0,4,
14580,"Bozeman, MT",Metropolitan,2019,59028.0,1,
14580,"Bozeman, MT",Metropolitan,2020,63954.0,1,
14580,"Bozeman, MT",Metropolitan,2021,75994.0,1,
14580,"Bozeman, MT",Metropolitan,2022,82724.0,1,
14580,"Bozeman, MT",Metropolitan,2023,89821.0,1,
14580,"Bozeman, MT",Metropolitan,2024,94573.0,1,
14620,"Bradford, PA",Micropolitan,2019,44181.0,1,
14620,"Bradford, PA",Micropolitan,2020,47613.0,1,
14620,"Bradford, PA",Micropolitan,2021,50167.0,1,
14620,"Bradford, PA",Micropolitan,2022,48895.0,1,
14620,"Bradford, PA",Micropolitan,2023,51334.0,1,
14620,"Bradford, PA",Micropolitan,2024,53193.0,1,
14660,"Brainerd, MN",Micropolitan,2019,46220.0,2,
14660,"Brainerd, MN",Micropolitan,2020,49608.0,2,
14660,"Brainerd, MN",Micropolitan,2021,56174.0,2,
14660,"Brainerd, MN",Micropolitan,2022,54491.0,2,
14660,"Brainerd, MN",Micropolitan,2023,57454.0,2,
14660,"Brainerd, MN",Micropolitan,2024,60443.0,2,
14700,"Branson, MO",Micropolitan,2019,37494.0,1,
14700,"Branson, MO",Micropolitan,2020,39819.0,1,
14700,"Branson, MO",Micropolitan,2021,44760.0,1,
14700,"Branson, MO",Micropolitan,2022,45663.0,1,
14700,"Branson, MO",Micropolitan,2023,49176.0,1,
14700,"Branson, MO",Micropolitan,2024,51959.0,1,
14710,"Brattleboro, VT",Micropolitan,2019,48061.0,1,
14710,"Brattleboro, VT",Micropolitan,2020,53105.0,1,
14710,"Brattleboro, VT",Micropolitan,2021,55321.0,1,
14710,"Brattleboro, VT",Micropolitan,2022,56438.0,1,
14710,"Brattleboro, VT",Micropolitan,2023,60127.0,1,
14710,"Brattleboro, VT",Micropolitan,2024,63331.0,1,
14720,"Breckenridge, CO",Micropolitan,2019,68025.0,2,
14720,"Breckenridge, CO",Micropolitan,2020,70589.0,2,
14720,"Breckenridge, CO",Micropolitan,2021,77803.0,2,
14720,"Breckenridge, CO",Micropolitan,2022,88497.0,2,
14720,"Breckenridge, CO",Micropolitan,2023,96561.0,2,
14720,"Breckenridge, CO",Micropolitan,2024,102293.0,2,
14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,2019,57692.0,1,
14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,2020,62359.0,1,
14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,2021,66640.0,1,
14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,2022,68702.0,1,
14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,2023,73560.0,1,
14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,2024,77564.0,1,
14780,"Brenham, TX",Micropolitan,2019,54953.0,1,
14780,"Brenham, TX",Micropolitan,2020,58774.0,1,
14780,"Brenham, TX",Micropolitan,2021,69321.0,1,
14780,"Brenham, TX",Micropolitan,2022,70576.0,1,
14780,"Brenham, TX",Micropolitan,2023,71069.0,1,
14780,"Brenham, TX",Micropolitan,2024,72659.0,1,
14820,"Brevard, NC",Micropolitan,2019,45277.0,1,
14820,"Brevard, NC",Micropolitan,2020,47119.0,1,
14820,"Brevard, NC",Micropolitan,2021,53353.0,1,
14820,"Brevard, NC",Micropolitan,2022,56344.0,1,
14820,"Brevard, NC",Micropolitan,2023,61090.0,1,
14820,"Brevard, NC",Micropolitan,2024,64641.0,1,
14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,2019,,2,incomplete_county_coverage
14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,2020,,2,incomplete_county_coverage
14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,2021,,2,incomplete_county_coverage
14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,2022,,2,incomplete_county_coverage
14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,2023,,2,incomplete_county_coverage
14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,2024,145285.0,2,
14940,"Brigham City, UT-ID",Micropolitan,2019,38706.0,2,
14940,"Brigham City, UT-ID",Micropolitan,2020,41955.0,2,
14940,"Brigham City, UT-ID",Micropolitan,2021,45485.0,2,
14940,"Brigham City, UT-ID",Micropolitan,2022,47664.0,2,
14940,"Brigham City, UT-ID",Micropolitan,2023,50275.0,2,
14940,"Brigham City, UT-ID",Micropolitan,2024,52019.0,2,
15020,"Brookhaven, MS",Micropolitan,2019,38938.0,1,
15020,"Brookhaven, MS",Micropolitan,2020,41497.0,1,
15020,"Brookhaven, MS",Micropolitan,2021,44626.0,1,
15020,"Brookhaven, MS",Micropolitan,2022,45351.0,1,
15020,"Brookhaven, MS",Micropolitan,2023,48015.0,1,
15020,"Brookhaven, MS",Micropolitan,2024,50714.0,1,
15060,"Brookings, OR",Micropolitan,2019,44545.0,1,
15060,"Brookings, OR",Micropolitan,2020,47976.0,1,
15060,"Brookings, OR",Micropolitan,2021,52236.0,1,
15060,"Brookings, OR",Micropolitan,2022,52443.0,1,
15060,"Brookings, OR",Micropolitan,2023,57032.0,1,
15060,"Brookings, OR",Micropolitan,2024,61282.0,1,
15100,"Brookings, SD",Micropolitan,2019,47486.0,1,
15100,"Brookings, SD",Micropolitan,2020,50957.0,1,
15100,"Brookings, SD",Micropolitan,2021,55482.0,1,
15100,"Brookings, SD",Micropolitan,2022,59570.0,1,
15100,"Brookings, SD",Micropolitan,2023,64436.0,1,
15100,"Brookings, SD",Micropolitan,2024,66775.0,1,
15180,"Brownsville-Harlingen, TX",Metropolitan,2019,30204.0,1,
15180,"Brownsville-Harlingen, TX",Metropolitan,2020,33569.0,1,
15180,"Brownsville-Harlingen, TX",Metropolitan,2021,38158.0,1,
15180,"Brownsville-Harlingen, TX",Metropolitan,2022,37642.0,1,
15180,"Brownsville-Harlingen, TX",Metropolitan,2023,38649.0,1,
15180,"Brownsville-Harlingen, TX",Metropolitan,2024,39990.0,1,
15220,"Brownwood, TX",Micropolitan,2019,40209.0,1,
15220,"Brownwood, TX",Micropolitan,2020,42941.0,1,
15220,"Brownwood, TX",Micropolitan,2021,46135.0,1,
15220,"Brownwood, TX",Micropolitan,2022,47576.0,1,
15220,"Brownwood, TX",Micropolitan,2023,50678.0,1,
15220,"Brownwood, TX",Micropolitan,2024,51791.0,1,
15260,"Brunswick-St. Simons, GA",Metropolitan,2019,44160.0,3,
15260,"Brunswick-St. Simons, GA",Metropolitan,2020,48830.0,3,
15260,"Brunswick-St. Simons, GA",Metropolitan,2021,53678.0,3,
15260,"Brunswick-St. Simons, GA",Metropolitan,2022,55192.0,3,
15260,"Brunswick-St. Simons, GA",Metropolitan,2023,58314.0,3,
15260,"Brunswick-St. Simons, GA",Metropolitan,2024,61562.0,3,
15340,"Bucyrus, OH",Micropolitan,2019,38007.0,1,
15340,"Bucyrus, OH",Micropolitan,2020,42000.0,1,
15340,"Bucyrus, OH",Micropolitan,2021,47657.0,1,
15340,"Bucyrus, OH",Micropolitan,2022,45973.0,1,
15340,"Bucyrus, OH",Micropolitan,2023,48587.0,1,
15340,"Bucyrus, OH",Micropolitan,2024,49862.0,1,
15380,"Buffalo-Cheektowaga, NY",Metropolitan,2019,49460.0,2,
15380,"Buffalo-Cheektowaga, NY",Metropolitan,2020,54281.0,2,
15380,"Buffalo-Cheektowaga, NY",Metropolitan,2021,57001.0,2,
15380,"Buffalo-Cheektowaga, NY",Metropolitan,2022,57499.0,2,
15380,"Buffalo-Cheektowaga, NY",Metropolitan,2023,61151.0,2,
15380,"Buffalo-Cheektowaga, NY",Metropolitan,2024,63794.0,2,
15420,"Burley, ID",Micropolitan,2019,42077.0,2,
15420,"Burley, ID",Micropolitan,2020,47403.0,2,
15420,"Burley, ID",Micropolitan,2021,49423.0,2,
15420,"Burley, ID",Micropolitan,2022,52072.0,2,
15420,"Burley, ID",Micropolitan,2023,53968.0,2,
15420,"Burley, ID",Micropolitan,2024,56158.0,2,
15460,"Burlington, IA-IL",Micropolitan,2019,48839.0,2,
15460,"Burlington, IA-IL",Micropolitan,2020,52879.0,2,
15460,"Burlington, IA-IL",Micropolitan,2021,58157.0,2,
15460,"Burlington, IA-IL",Micropolitan,2022,57479.0,2,
15460,"Burlington, IA-IL",Micropolitan,2023,61153.0,2,
15460,"Burlington, IA-IL",Micropolitan,2024,63079.0,2,
15500,"Burlington, NC",Metropolitan,2019,41186.0,1,
15500,"Burlington, NC",Metropolitan,2020,44239.0,1,
15500,"Burlington, NC",Metropolitan,2021,48652.0,1,
15500,"Burlington, NC",Metropolitan,2022,49489.0,1,
15500,"Burlington, NC",Metropolitan,2023,51727.0,1,
15500,"Burlington, NC",Metropolitan,2024,54218.0,1,
15540,"Burlington-South Burlington, VT",Metropolitan,2019,58201.0,3,
15540,"Burlington-South Burlington, VT",Metropolitan,2020,61335.0,3,
15540,"Burlington-South Burlington, VT",Metropolitan,2021,64863.0,3,
15540,"Burlington-South Burlington, VT",Metropolitan,2022,68433.0,3,
15540,"Burlington-South Burlington, VT",Metropolitan,2023,72870.0,3,
15540,"Burlington-South Burlington, VT",Metropolitan,2024,76064.0,3,
15580,"Butte-Silver Bow, MT",Micropolitan,2019,47941.0,1,
15580,"Butte-Silver Bow, MT",Micropolitan,2020,50069.0,1,
15580,"Butte-Silver Bow, MT",Micropolitan,2021,55218.0,1,
15580,"Butte-Silver Bow, MT",Micropolitan,2022,57675.0,1,
15580,"Butte-Silver Bow, MT",Micropolitan,2023,59722.0,1,
15580,"Butte-Silver Bow, MT",Micropolitan,2024,62254.0,1,
15620,"Cadillac, MI",Micropolitan,2019,37206.0,2,
15620,"Cadillac, MI",Micropolitan,2020,41521.0,2,
15620,"Cadillac, MI",Micropolitan,2021,44865.0,2,
15620,"Cadillac, MI",Micropolitan,2022,43874.0,2,
15620,"Cadillac, MI",Micropolitan,2023,45639.0,2,
15620,"Cadillac, MI",Micropolitan,2024,47808.0,2,
15660,"Calhoun, GA",Micropolitan,2019,36443.0,1,
15660,"Calhoun, GA",Micropolitan,2020,38209.0,1,
15660,"Calhoun, GA",Micropolitan,2021,43145.0,1,
15660,"Calhoun, GA",Micropolitan,2022,45305.0,1,
15660,"Calhoun, GA",Micropolitan,2023,45972.0,1,
15660,"Calhoun, GA",Micropolitan,2024,49001.0,1,
15700,"Cambridge, MD",Micropolitan,2019,46023.0,1,
15700,"Cambridge, MD",Micropolitan,2020,49278.0,1,
15700,"Cambridge, MD",Micropolitan,2021,55740.0,1,
15700,"Cambridge, MD",Micropolitan,2022,55660.0,1,
15700,"Cambridge, MD",Micropolitan,2023,57062.0,1,
15700,"Cambridge, MD",Micropolitan,2024,60255.0,1,
15740,"Cambridge, OH",Micropolitan,2019,41708.0,1,
15740,"Cambridge, OH",Micropolitan,2020,46179.0,1,
15740,"Cambridge, OH",Micropolitan,2021,49185.0,1,
15740,"Cambridge, OH",Micropolitan,2022,48967.0,1,
15740,"Cambridge, OH",Micropolitan,2023,51406.0,1,
15740,"Cambridge, OH",Micropolitan,2024,52739.0,1,
15780,"Camden, AR",Micropolitan,2019,39428.0,2,
15780,"Camden, AR",Micropolitan,2020,43267.0,2,
15780,"Camden, AR",Micropolitan,2021,47256.0,2,
15780,"Camden, AR",Micropolitan,2022,47879.0,2,
15780,"Camden, AR",Micropolitan,2023,50276.0,2,
15780,"Camden, AR",Micropolitan,2024,52890.0,2,
15820,"Campbellsville, KY",Micropolitan,2019,35059.0,2,
15820,"Campbellsville, KY",Micropolitan,2020,39360.0,2,
15820,"Campbellsville, KY",Micropolitan,2021,41909.0,2,
15820,"Campbellsville, KY",Micropolitan,2022,40854.0,2,
15820,"Campbellsville, KY",Micropolitan,2023,43158.0,2,
15820,"Campbellsville, KY",Micropolitan,2024,45464.0,2,
15860,"Cañon City, CO",Micropolitan,2019,34700.0,1,
15860,"Cañon City, CO",Micropolitan,2020,38305.0,1,
15860,"Cañon City, CO",Micropolitan,2021,41747.0,1,
15860,"Cañon City, CO",Micropolitan,2022,42329.0,1,
15860,"Cañon City, CO",Micropolitan,2023,43713.0,1,
15860,"Cañon City, CO",Micropolitan,2024,45918.0,1,
15900,"Canton, IL",Micropolitan,2019,38472.0,1,
15900,"Canton, IL",Micropolitan,2020,42756.0,1,
15900,"Canton, IL",Micropolitan,2021,47052.0,1,
15900,"Canton, IL",Micropolitan,2022,48431.0,1,
15900,"Canton, IL",Micropolitan,2023,50911.0,1,
15900,"Canton, IL",Micropolitan,2024,52445.0,1,
15940,"Canton-Massillon, OH",Metropolitan,2019,45058.0,2,
15940,"Canton-Massillon, OH",Metropolitan,2020,48477.0,2,
15940,"Canton-Massillon, OH",Metropolitan,2021,53043.0,2,
15940,"Canton-Massillon, OH",Metropolitan,2022,53632.0,2,
15940,"Canton-Massillon, OH",Metropolitan,2023,56760.0,2,
15940,"Canton-Massillon, OH",Metropolitan,2024,59531.0,2,
15980,"Cape Coral-Fort Myers, FL",Metropolitan,2019,55393.0,1,
15980,"Cape Coral-Fort Myers, FL",Metropolitan,2020,58696.0,1,
15980,"Cape Coral-Fort Myers, FL",Metropolitan,2021,61798.0,1,
15980,"Cape Coral-Fort Myers, FL",Metropolitan,2022,62774.0,1,
15980,"Cape Coral-Fort Myers, FL",Metropolitan,2023,67376.0,1,
15980,"Cape Coral-Fort Myers, FL",Metropolitan,2024,70329.0,1,
16020,"Cape Girardeau, MO-IL",Metropolitan,2019,42516.0,3,
16020,"Cape Girardeau, MO-IL",Metropolitan,2020,45862.0,3,
16020,"Cape Girardeau, MO-IL",Metropolitan,2021,48444.0,3,
16020,"Cape Girardeau, MO-IL",Metropolitan,2022,49891.0,3,
16020,"Cape Girardeau, MO-IL",Metropolitan,2023,53262.0,3,
16020,"Cape Girardeau, MO-IL",Metropolitan,2024,54628.0,3,
16060,"Carbondale, IL",Micropolitan,2019,39507.0,1,
16060,"Carbondale, IL",Micropolitan,2020,42563.0,1,
